  Built-in function ,  Skew ,  02/23/2006 ,  10:40  
  Built-in function ,  SkewArray ,  02/23/2006 ,  10:41  
  Built-in function ,  SkewOpt ,  02/23/2006 ,  10:50  
  Built-in function ,  SlowD ,  02/23/2006 ,  10:50  
  Built-in function ,  SlowDCustom ,  02/23/2006 ,  10:51  
  Built-in function ,  SlowDCustomOrig ,  02/23/2006 ,  10:51  
  Built-in function ,  SlowK ,  02/23/2006 ,  10:52  
  Built-in function ,  SlowKCustom ,  02/23/2006 ,  10:52  
  Built-in function ,  SlowKCustomOrig ,  02/23/2006 ,  10:52  
  Built-in function ,  SmoothedAverage ,  02/23/2006 ,  10:52  
  Built-in function ,  Sort2DArray ,  02/23/2006 ,  10:53  
  Built-in function ,  SortArray ,  02/23/2006 ,  10:53  
  Built-in function ,  SortHeap2DArray ,  02/23/2006 ,  10:53  
  Built-in function ,  SortHeapArray ,  02/23/2006 ,  10:54  
  Built-in function ,  StandardDev ,  02/23/2006 ,  10:54  
  Built-in function ,  StandardDevAnnual ,  02/23/2006 ,  10:54  
  Built-in function ,  StandardDevArray ,  02/23/2006 ,  10:55  
  Built-in function ,  Standardize ,  02/23/2006 ,  10:55  
  Built-in function ,  StandardizeArray ,  02/23/2006 ,  10:55  
  Built-in function ,  StdDev ,  02/23/2006 ,  10:56  
  Built-in function ,  StdDevS ,  02/23/2006 ,  10:56  
  Built-in function ,  StdError ,  05/02/2014 ,  11:42  
  Built-in function ,  StdErrorArray ,  02/23/2006 ,  10:57  
  Built-in function ,  StdErrorArray2 ,  03/05/2008 ,  10:21  
  Built-in function ,  Stochastic ,  02/23/2006 ,  10:57  
  Built-in function ,  STOCHASTICEXP ,  02/23/2006 ,  10:57  
  Built-in function ,  StopLimitOrder ,  09/12/2006 ,  13:26  
  Built-in function ,  StopMarketOrder ,  09/12/2006 ,  13:26  
  Built-in function ,  StrColortoNum ,  02/23/2006 ,  10:58  
  Built-in function ,  Summation ,  02/05/2008 ,  17:09  
  Built-in function ,  SummationArray ,  02/23/2006 ,  10:58  
  Built-in function ,  SummationFC ,  01/29/2008 ,  11:58  
  Built-in function ,  SummationIf ,  02/23/2006 ,  10:59  
  Built-in function ,  SummationRecArray ,  02/23/2006 ,  11:05  
  Built-in function ,  SummationSqrArray ,  02/23/2006 ,  11:04  
  Built-in function ,  SwingHigh ,  02/23/2006 ,  11:05  
  Built-in function ,  SwingHighBar ,  02/23/2006 ,  11:05  
  Built-in function ,  SwingIndex ,  07/25/2017 ,  16:04  
  Built-in function ,  SwingLow ,  02/23/2006 ,  11:06  
  Built-in function ,  SwingLowBar ,  02/23/2006 ,  11:07  
  Built-in function ,  TEMA ,  12/04/2013 ,  11:37  
  Built-in function ,  Text_Float ,  06/14/2017 ,  15:26  
  Built-in function ,  Text_FloatEx ,  06/14/2017 ,  15:27  
  Built-in function ,  TimeSeriesForecast ,  02/23/2006 ,  11:09  
  Built-in function ,  TimeToMinutes ,  02/23/2006 ,  11:10  
  Built-in function ,  TLAngle ,  10/27/2006 ,  14:50  
  Built-in function ,  TLAngleEasy ,  02/23/2006 ,  11:11  
  Built-in function ,  TLSlope ,  06/16/2011 ,  15:05  
  Built-in function ,  TLSlopeEasy ,  06/16/2011 ,  15:07  
  Built-in function ,  TLValue ,  10/27/2006 ,  14:52  
  Built-in function ,  TLValueEasy ,  02/23/2006 ,  11:12  
  Built-in function ,  TrailingStopOrder ,  09/12/2006 ,  13:26  
  Built-in function ,  TriAverage ,  02/23/2006 ,  11:13  
  Built-in function ,  TriAverage_Gen ,  02/23/2006 ,  11:13  
  Built-in function ,  TrimMean ,  02/23/2006 ,  11:14  
  Built-in function ,  TrimMeanArray ,  02/23/2006 ,  11:14  
  Built-in function ,  TRIX ,  02/23/2006 ,  11:14  
  Built-in function ,  TrueHigh ,  02/23/2006 ,  11:15  
  Built-in function ,  TrueLow ,  02/23/2006 ,  11:15  
  Built-in function ,  TrueRange ,  02/23/2006 ,  11:15  
  Built-in function ,  TrueRangeCustom ,  02/23/2006 ,  11:15  
  Built-in function ,  TSI ,  03/07/2018 ,  07:57  
  Built-in function ,  TypicalPrice ,  02/23/2006 ,  11:16  
  Built-in function ,  UlcerIndex ,  02/23/2006 ,  11:16  
  Built-in function ,  UltimateOscillator ,  02/23/2006 ,  11:16  
  Built-in function ,  UpColorDefault ,  02/26/2016 ,  09:10  
  Built-in function ,  VarianceArray ,  02/23/2006 ,  11:17  
  Built-in function ,  VariancePS ,  02/23/2006 ,  11:17  
